Code du département;Département;Code INSEE;Nom de la commune;Numéro de l'installation;Nom usuel de l'installation;Numero de la voie;Nom de la voie;Nom du lieu dit;Code postal;Installation particulière;Multi commune;Nombre de couvert;Nombre de lit;Présence d'un internet;Aucun aménagement d'accessibilité;Accessibilité handicapés à mobilité réduite;Accessibilité handicapés sensoriels;Nombre total de place de parking;Nombre total de place de parking handicapés;Gardiennée avec ou sans logement de gardien;Emprise foncière en m2;Desserte métro;Desserte bus;Desserte Tram;Desserte train;Desserte bateau;Desserte autre;Date de création de la fiche installation;Date de mise à jour de la fiche installation;Nombre total de fiches équipements;Nombre total d'équipements sportifs;localisation1;localisation2;localisation
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;440020010;Ecole Gustave Roch;28;Avenue de Vendée;;44140;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;05/05/2011;27/10/2015;1;1;47.075792, -1.398569;47.0719256611, -1.41556455507;47.075792, -1.398569
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;440022114;Salles des Echecs;25;Route de Nantes;;44140;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;04/07/2011;07/05/2016;3;3;47.077232, -1.402325;47.0719256611, -1.41556455507;47.077232, -1.402325
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;440022115;Le Fief des Sports;;Rue du Fief;;44140;Non;Non;0;0;Non;Non;Oui;Non;100;4;Non;10000;Non;Non;Non;Non;Non;Non;07/05/2016;;2;2;47.07476, -1.414845;47.0719256611, -1.41556455507;47.07476, -1.414845
44;Loire-Atlantique;44003;Ancenis;440030001;Ensemble Sportif du Pontreau;;Boulevard Joseph Vincent;;44150;Complexe sportif;Non;0;0;Non;Non;Oui;Non;100;4;Avec logement de gardien;;Non;Oui;Non;Non;Non;Non;08/02/2005;21/09/2015;3;4;47.367687, -1.182387;47.3833270209, -1.18241880879;47.367687, -1.182387
44;Loire-Atlantique;44003;Ancenis;440030002;Stade de la Davrays;;Impasse de l'Île Mouchet;La Davrays;44150;Non;Non;0;0;Non;Non;Oui;Non;50;0;Non;;Non;Non;Non;Non;Non;Non;08/02/2005;22/09/2015;7;9;47.361588, -1.187295;47.3833270209, -1.18241880879;47.361588, -1.187295
44;Loire-Atlantique;44003;Ancenis;440030003;Complexe du Bois Jauni;290;Avenue des Jeux Olympiques;;44150;Complexe sportif;Non;0;0;Non;Non;Oui;Non;300;4;Avec logement de gardien;;Non;Non;Non;Non;Non;Non;08/02/2005;17/09/2015;12;12;47.379497, -1.184496;47.3833270209, -1.18241880879;47.379497, -1.184496
44;Loire-Atlantique;44003;Ancenis;440030004;Complexe du Pressoir Rouge;320;Rue du Pressoir-Rouge;;44150;Complexe sportif;Non;0;0;Non;Non;Oui;Non;60;2;Sans logement de gardien;;Non;Non;Non;Non;Non;Non;08/02/2005;21/09/2015;4;5;47.375077, -1.183226;47.3833270209, -1.18241880879;47.375077, -1.183226
44;Loire-Atlantique;44003;Ancenis;440030005;Halte Nautique;;Rond Point Barrière Saint Pierre;;44150;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;22/09/2015;1;1;47.397827, -1.186531;47.3833270209, -1.18241880879;47.397827, -1.186531
44;Loire-Atlantique;44003;Ancenis;440030006;Espace Edouard Landrain;;Boulevard de Kirkham;;44150;Complexe sportif;Non;0;0;Non;Non;Oui;Non;1500;4;Avec logement de gardien;;Non;Oui;Non;Non;Non;Non;08/02/2005;14/09/2015;9;11;47.363555, -1.185794;47.3833270209, -1.18241880879;47.363555, -1.185794
44;Loire-Atlantique;44003;Ancenis;440030007;Piscine Municipale d'Ete de la Charbonniere;;Boulevard Joubert;;44150;Piscine;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Non;Non;Non;Non;Oui;08/02/2005;22/09/2015;2;2;47.363354, -1.180097;47.3833270209, -1.18241880879;47.363354, -1.180097
44;Loire-Atlantique;44003;Ancenis;440030009;Zone d'Activite de l'Aubiniere;;Rue Louis Breguet;;44150;Non;Non;0;0;Non;Non;Oui;Non;100;3;Non;10000;Non;Oui;Non;Non;Non;Non;08/02/2005;22/09/2015;2;2;47.395416, -1.187695;47.3833270209, -1.18241880879;47.395416, -1.187695
44;Loire-Atlantique;44003;Ancenis;440030010;Centre Aquatique Jean Blanchet;184;Rue Pierre de Coubertin;;44150;Piscine;Non;0;0;Non;Non;Oui;Non;450;4;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;14/09/2015;2;2;47.378853, -1.187647;47.3833270209, -1.18241880879;47.378853, -1.187647
44;Loire-Atlantique;44003;Ancenis;440030011;Espace Corail;;Place Francis Robert;;44150;Non;Non;0;0;Non;Non;Oui;Non;0;0;Sans logement de gardien;;Non;Oui;Non;Non;Non;Non;19/09/2005;21/09/2015;2;2;47.369685, -1.178753;47.3833270209, -1.18241880879;47.369685, -1.178753
44;Loire-Atlantique;44003;Ancenis;440030012;Orange Bleue;65;Avenue du Général Hagron;;44150;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Non;Non;Oui;Non;Non;18/10/2005;25/06/2015;2;2;47.371025, -1.18018;47.3833270209, -1.18241880879;47.371025, -1.18018
44;Loire-Atlantique;44003;Ancenis;440030014;Circuits de Randonnee;27;Rue Château;;44150;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;24/10/2005;14/09/2015;1;1;47.364036, -1.178847;47.3833270209, -1.18241880879;47.364036, -1.178847
44;Loire-Atlantique;44003;Ancenis;440030015;Aeroport du Pays d'Ancenis;60;Place Hélène Boucher;;44150;Aérodrome/aéroport;Non;0;0;Non;Non;Oui;Non;40;2;Sans logement de gardien;;Non;Oui;Non;Non;Non;Non;11/09/2005;24/07/2015;2;2;47.407667, -1.187303;47.3833270209, -1.18241880879;47.407667, -1.187303
44;Loire-Atlantique;44003;Ancenis;440030017;Lycee College Saint Joseph;66;Rue du Collège;;44150;Etablissement scolaire;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Oui;Non;Non;21/11/2005;10/08/2015;4;4;47.366153, -1.181022;47.3833270209, -1.18241880879;47.366153, -1.181022
44;Loire-Atlantique;44003;Ancenis;440030018;Les Abattoirs;72;Rue Saint Fiacre;;44150;Non;Non;0;0;Non;Non;Oui;Non;0;0;Sans logement de gardien;;Non;Non;Non;Non;Non;Non;01/09/2006;22/09/2015;1;1;47.365383, -1.184371;47.3833270209, -1.18241880879;47.365383, -1.184371
44;Loire-Atlantique;44003;Ancenis;440030019;Etang de la Planche;;;La Planche;44150;Non;Non;0;0;Non;Non;Oui;Non;85;0;Non;10000;Non;Non;Non;Non;Non;Non;16/03/2006;22/09/2015;1;1;47.372056, -1.178825;47.3833270209, -1.18241880879;47.372056, -1.178825
44;Loire-Atlantique;44003;Ancenis;440030020;Espace de Glisse Urbaine;;Bd Vincent;;44150;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;800;Non;Oui;Non;Non;Non;Non;14/05/2008;05/07/2015;1;1;47.367687, -1.182387;47.3833270209, -1.18241880879;47.367687, -1.182387
44;Loire-Atlantique;44003;Ancenis;440030021;Espace Lamoriciere;174;Rue Lamoricière;;44150;Non;Non;0;0;Non;Non;Oui;Non;5;2;Non;;Non;Oui;Non;Non;Non;Non;14/05/2008;21/09/2015;4;4;47.369323, -1.181706;47.3833270209, -1.18241880879;47.369323, -1.181706
44;Loire-Atlantique;44003;Ancenis;440030023;Groupe Scolaire Sevigne;;Bld Madame de Sévigné;;44150;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;30/05/2011;22/09/2015;3;3;47.377476, -1.18486;47.3833270209, -1.18241880879;47.377476, -1.18486
44;Loire-Atlantique;44003;Ancenis;440030024;Ecole Sainte Anne;;Bld Ottmann;;44150;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;50;0;Non;;Non;Non;Non;Non;Non;Non;30/05/2011;07/02/2015;2;2;47.380111, -1.19189;47.3833270209, -1.18241880879;47.380111, -1.19189
44;Loire-Atlantique;44003;Ancenis;440030025;Isle O Bulles;35;Edouard Branly;;44150;Piscine;Non;0;0;Non;Non;Oui;Oui;6;1;Non;256;Non;Non;Non;Non;Non;Non;07/07/2015;07/07/2015;1;1;47.387391, -1.18708;47.3833270209, -1.18241880879;47.387391, -1.18708
44;Loire-Atlantique;44003;Ancenis;440030026;Groupe Scolaire Albert Camus;325;Bd Josep Vincent;;44150;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;50;8;Non;;Non;Oui;Non;Non;Non;Non;22/09/2015;;1;1;47.367687, -1.182387;47.3833270209, -1.18241880879;47.367687, -1.182387
44;Loire-Atlantique;44004;Anetz;440040001;Stade Joseph Menoret;;Impasse des Sports;;44150;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;0;Non;Non;Non;Non;Non;Non;08/02/2005;30/04/2014;1;1;;47.3812710821, -1.0932910037;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;440040002;Complexe Sportif de la Cour;;Rue de Port Arthur;;44150;Complexe sportif;Non;0;0;Non;Oui;Non;Non;150;0;Non;25000;Non;Non;Non;Non;Non;Non;08/02/2005;10/06/2014;6;7;;47.3812710821, -1.0932910037;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;440040003;Circuits et Sentiers;;;;44150;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;24/10/2005;17/06/2014;7;7;;47.3812710821, -1.0932910037;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;440040005;Cale des Cosniers;;;Les Cosniers;44150;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;26/08/2008;30/04/2014;1;1;;47.3812710821, -1.0932910037;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;440040006;Cale de la Chaussee;;D 8;La Chaussée;44150;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;26/08/2008;30/04/2014;1;1;;47.3812710821, -1.0932910037;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;440040007;Cale de la Basse Boire;;;La Basse Boire;44150;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;29/08/2008;30/04/2014;1;1;;47.3812710821, -1.0932910037;47.3812710821, -1.0932910037
44;Loire-Atlantique;44005;Arthon-en-Retz;440050001;Complexe Sportif Stade des Chaumes;;Rue du Stade;;44320;Complexe sportif;Non;0;0;Non;Non;Oui;Non;20;0;Non;1860;Non;Non;Non;Non;Non;Non;08/02/2005;05/07/2015;7;9;47.116765, -1.94435;47.1592162214, -1.95412512421;47.116765, -1.94435
44;Loire-Atlantique;44005;Arthon-en-Retz;440050002;Plan d'Eau de la Vesquerie;;D206;La Vesquerie;44320;Non;Non;0;0;Non;Oui;Non;Non;20;0;Non;45000;Non;Non;Non;Non;Non;Non;06/11/2008;05/07/2015;1;1;47.13472, -1.919572;47.1592162214, -1.95412512421;47.13472, -1.919572
44;Loire-Atlantique;44005;Arthon-en-Retz;440050003;Circuits de Randonnees;;;;44320;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;24/11/2005;05/07/2015;2;2;47.13472, -1.919572;47.1592162214, -1.95412512421;47.13472, -1.919572
44;Loire-Atlantique;44005;Arthon-en-Retz;440050004;Terrain de Foot la Sicaudais;;;La Sicaudais;44320;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;24/11/2005;05/07/2015;1;1;47.13472, -1.919572;47.1592162214, -1.95412512421;47.13472, -1.919572
44;Loire-Atlantique;44005;Arthon-en-Retz;440050005;Le Plan d'Eau;;Place Sainte Victoire;La Sicaudais;44320;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;06/06/2012;05/07/2015;2;2;47.187193, -1.94656;47.1592162214, -1.95412512421;47.187193, -1.94656
44;Loire-Atlantique;44006;Assérac;440060001;Stade Henri Boulard;;Rue du Parc Guillore;;44410;Non;Non;0;0;Non;Oui;Non;Non;30;2;Non;33984;Non;Non;Non;Non;Non;Non;08/02/2005;22/05/2014;3;3;47.421728, -2.398702;47.4379772072, -2.41272577216;47.421728, -2.398702
44;Loire-Atlantique;44006;Assérac;440060006;Circuits de Randonnees;;;;44410;Non;Non;0;0;Non;Oui;Non;Non;40;0;Non;;Non;Non;Non;Non;Non;Non;24/10/2005;17/06/2014;3;3;47.428529, -2.391296;47.4379772072, -2.41272577216;47.428529, -2.391296
44;Loire-Atlantique;44006;Assérac;440060007;Plage de Pont Mahe;;;Pont Mahé;44410;Non;Non;0;0;Non;Non;Oui;Non;15;2;Non;;Non;Non;Non;Non;Non;Non;21/12/2005;22/05/2014;1;1;47.428529, -2.391296;47.4379772072, -2.41272577216;47.428529, -2.391296
44;Loire-Atlantique;44006;Assérac;440060008;Piste de Skate Board;;Rue du Pont Bérin;;44410;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;23/03/2006;22/05/2014;1;1;47.428513, -2.391412;47.4379772072, -2.41272577216;47.428513, -2.391412
44;Loire-Atlantique;44006;Assérac;440060009;Baie de Keravelo;;;Kéravelo;44410;Non;Non;0;0;Non;Oui;Non;Non;10;0;Non;;Non;Non;Non;Non;Non;Non;09/01/2010;22/05/2014;1;1;47.428529, -2.391296;47.4379772072, -2.41272577216;47.428529, -2.391296
44;Loire-Atlantique;44006;Assérac;440060010;Salle des Fetes;;Rue de la Fontaine;;44410;Non;Non;0;0;Non;Non;Oui;Non;30;2;Non;0;Non;Non;Non;Non;Non;Non;17/06/2014;17/06/2014;1;1;47.430585, -2.392216;47.4379772072, -2.41272577216;47.430585, -2.392216
44;Loire-Atlantique;44007;Avessac;440070001;Complexe Sport Loisirs;;Route de Redon;;44460;Complexe sportif;Non;0;0;Non;Non;Oui;Non;200;2;Non;20000;Non;Oui;Non;Non;Non;Non;08/02/2005;22/05/2014;5;6;47.651964, -1.990859;47.635436304, -1.97050871505;47.651964, -1.990859
44;Loire-Atlantique;44007;Avessac;440070002;Gite de Painfaut;;;Le Pont Painfaut;44460;Non;Non;0;0;Non;Oui;Non;Non;20;0;Non;0;Non;Non;Non;Non;Non;Non;11/10/2005;22/05/2014;1;1;47.652963, -1.990806;47.635436304, -1.97050871505;47.652963, -1.990806
44;Loire-Atlantique;44007;Avessac;440070003;Haras du Parc;;Haras du Parc d'En Haut;;44460;Non;Non;0;0;Non;Non;Oui;Non;20;2;Avec logement de gardien;;Non;Non;Non;Non;Non;Non;22/12/2005;10/06/2014;5;5;47.628818, -2.044513;47.635436304, -1.97050871505;47.628818, -2.044513
44;Loire-Atlantique;44007;Avessac;440070004;Site de De Painfaut;4;Le Pont de Painfaut;Painfaut;44460;Non;Non;0;12;Non;Oui;Non;Non;20;0;Non;;Non;Non;Non;Non;Non;Non;04/07/2006;21/05/2014;1;1;47.679743, -1.979368;47.635436304, -1.97050871505;47.679743, -1.979368
44;Loire-Atlantique;44007;Avessac;440070005;Site de Ball Trap;;La Rouaudais;Sous Crétumé;44460;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;0;Non;Non;Non;Non;Non;Non;21/08/2007;17/06/2014;1;1;47.646882, -1.968441;47.635436304, -1.97050871505;47.646882, -1.968441
44;Loire-Atlantique;44008;Barbechat;440080001;Terrain de Tennis;;Rue du Vieux Moulin;;44450;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;09/12/2008;16/06/2014;1;1;;47.2820568846, -1.29827542127;47.2820568846, -1.29827542127
44;Loire-Atlantique;44008;Barbechat;440080002;Stade Municipal Jean-Marie Bourdin;22;Rue du Perthuis-Churin;;44450;Non;Non;0;0;Non;Non;Oui;Non;50;0;Non;;Non;Non;Non;Non;Non;Non;08/02/2005;16/06/2014;2;2;;47.2820568846, -1.29827542127;47.2820568846, -1.29827542127
44;Loire-Atlantique;44008;Barbechat;440080004;Circuit de Motocross;;;Le Champ Chapron;44450;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;11/10/2005;18/06/2015;1;1;;47.2820568846, -1.29827542127;47.2820568846, -1.29827542127
44;Loire-Atlantique;44008;Barbechat;440080005;Site de Loisirs Perthuis Churin;;;Perthuis Churin;44450;Base de plein air et/ou de loisirs;Non;50;0;Non;Non;Oui;Non;50;0;Non;220000;Non;Non;Non;Non;Non;Non;11/10/2005;23/10/2014;5;5;;47.2820568846, -1.29827542127;47.2820568846, -1.29827542127
44;Loire-Atlantique;44008;Barbechat;440080006;Terrain de Ball Trap;;;La Forêt;44450;Non;Non;0;0;Non;Oui;Non;Non;0;0;Sans logement de gardien;;Non;Non;Non;Non;Non;Non;14/02/2008;17/10/2014;1;1;;47.2820568846, -1.29827542127;47.2820568846, -1.29827542127
44;Loire-Atlantique;44009;Basse-Goulaine;440090001;Lycee de la Herdrie;81;Rue de la Basse Lande;;44115;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;80;0;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;04/12/2017;4;5;47.196685, -1.451047;47.2120137336, -1.46246852595;47.196685, -1.451047
44;Loire-Atlantique;44009;Basse-Goulaine;440090002;Stade des Rouleaux;;Route des Landes de la Plée;;44115;Non;Non;0;0;Non;Oui;Non;Non;20;0;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;10/12/2015;2;2;47.198883, -1.465514;47.2120137336, -1.46246852595;47.198883, -1.465514
44;Loire-Atlantique;44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;;Rue de la Poste;;44115;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;10/08/2015;11;13;47.216925, -1.466593;47.2120137336, -1.46246852595;47.216925, -1.466593
44;Loire-Atlantique;44009;Basse-Goulaine;440090004;Gymnase de Goulaine;;Square de Theley;;44115;Non;Non;0;0;Non;Non;Oui;Non;115;2;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;05/07/2015;5;6;47.217483, -1.465447;47.2120137336, -1.46246852595;47.217483, -1.465447
44;Loire-Atlantique;44009;Basse-Goulaine;440090005;Centre Equestre du Bois Brule;152;Rue Bois Brulé;;44115;Non;Non;0;0;Non;Non;Oui;Non;10;0;Avec logement de gardien;;Non;Oui;Non;Non;Non;Non;22/09/2005;26/05/2015;3;3;47.189128, -1.452491;47.2120137336, -1.46246852595;47.189128, -1.452491
44;Loire-Atlantique;44009;Basse-Goulaine;440090006;Boire de Longuemine;;;;44115;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;21/12/2005;05/07/2015;1;1;47.215304, -1.465696;47.2120137336, -1.46246852595;47.215304, -1.465696
44;Loire-Atlantique;44009;Basse-Goulaine;440090007;Etang de la Croix Rouge;;;;44115;Non;Non;0;0;Non;Oui;Non;Non;20;0;Non;;Non;Non;Non;Non;Non;Non;21/12/2005;05/07/2015;1;1;47.215304, -1.465696;47.2120137336, -1.46246852595;47.215304, -1.465696
44;Loire-Atlantique;44009;Basse-Goulaine;440090009;Ecole de Musique Point d'Orgue;;Square de Théley;;44115;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;28/04/2011;05/07/2015;2;2;47.217483, -1.465447;47.2120137336, -1.46246852595;47.217483, -1.465447
44;Loire-Atlantique;44009;Basse-Goulaine;440090010;Aire de Jeux de la Champagnere;;Rue de la Champagnère;;44115;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;28/04/2011;05/07/2015;1;1;47.210462, -1.464274;47.2120137336, -1.46246852595;47.210462, -1.464274
44;Loire-Atlantique;44009;Basse-Goulaine;440090011;La Chesnaie;;Rue de la Chesnaie;;44115;Non;Non;0;0;Non;Non;Oui;Non;3;0;Non;;Non;Non;Non;Non;Non;Non;28/04/2011;05/07/2015;1;1;47.200528, -1.453403;47.2120137336, -1.46246852595;47.200528, -1.453403
44;Loire-Atlantique;44009;Basse-Goulaine;440090012;Ecole de la Champagnere;;Rue des Landes de la Pée;;44115;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;46;1;Non;;Non;Oui;Non;Non;Non;Non;28/04/2011;05/07/2015;2;2;47.198883, -1.465514;47.2120137336, -1.46246852595;47.198883, -1.465514
44;Loire-Atlantique;44009;Basse-Goulaine;440090013;Curves (Vlforme);3;Rue de Tasmanie;;44115;Non;Non;0;0;Non;Non;Oui;Non;10;1;Non;;Non;Oui;Non;Non;Non;Non;27/09/2011;26/05/2015;1;1;47.190118, -1.472057;47.2120137336, -1.46246852595;47.190118, -1.472057
44;Loire-Atlantique;44009;Basse-Goulaine;440090014;Centre Aquatique de Basse-Goulaine et de Saint-Sébastien-Sur-Loire;2;Rue de Tasmanie;;44115;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;0;Non;Non;Non;Oui;Non;Non;04/06/2015;30/10/2015;2;6;47.190118, -1.472057;47.2120137336, -1.46246852595;47.190118, -1.472057
44;Loire-Atlantique;44010;Batz-sur-Mer;440100001;Complexe Sportif - Stade de la Bonne Eau;;Route du Croisic;;44740;Complexe sportif;Non;0;0;Non;Non;Oui;Non;55;2;Non;0;Non;Oui;Non;Oui;Non;Non;08/02/2005;04/12/2017;4;4;47.281449, -2.497184;47.2844487793, -2.474374647;47.281449, -2.497184
44;Loire-Atlantique;44010;Batz-sur-Mer;440100002;Groupe Scolaire Alain Boutle;;Rue Alain Boutle;;44740;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;14/09/2005;18/06/2015;1;1;47.277287, -2.474436;47.2844487793, -2.474374647;47.277287, -2.474436
44;Loire-Atlantique;44010;Batz-sur-Mer;440100003;Espace Petit Bois;;Rue de la Plage;;44740;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Oui;Non;Non;14/09/2005;18/06/2015;6;8;47.275748, -2.480975;47.2844487793, -2.474374647;47.275748, -2.480975
